order_id,created_date,total_paid,state,id,id_order,product_id,product_quantity,sku,unit_price,date,name,desc,price,in_stock,type,short,long
299586,2017-01-01 09:21:29,47.98,Completed,1119202,299586,0,1,GRT0456,42.99,2017-01-01 09:18:52,Griffin iTrip Aux Lightning,Stand with Charger and Cable Lightning Assistant,44.99,0,13615399,GRT,Griffin
299597,2017-01-01 19:19:57,149.48,Completed,1119215,299597,0,1,PEB0015,142.49,2017-01-01 09:53:56,Pebble Smartwatch Time Steel Black,Bluetooth Smart Watch with steel case leather strap color display compatible with iPhone,299.99,0,11905404,PEB,Pebble
299608,2017-01-01 10:56:05,71.48,Completed,1119253,299608,0,1,ICA0079,66.49,2017-01-01 10:51:36,"Incase Reform Tensaerlite case for MacBook 13 ""Gray",briefcase tensaerlite absorbs impacts Macbook 13 inches.,89.95,0,13835403,ICA,Incase
299609,2017-01-01 10:56:02,474.05,Completed,1119254,299609,0,1,PAR0071,474.05,2017-01-01 10:51:38,Parrot Bebop 2 White + Command FLYPAD and FPV Glasses,cuadricóptero wireless remote control with 25 minutes of autonomous control FLYPAD and FPV Glasses for iPhone iPad and iPod. Parrot,699.0,0,11905404,PAR,Parrot
299610,2017-01-01 11:00:40,152.97,Completed,1119255,299610,0,1,APP0023,55.99,2017-01-01 10:52:42,Apple Mac Keyboard Keypad Spanish,USB ultrathin keyboard Apple Mac Spanish.,59.0,0,13855401,APP,Apple
299610,2017-01-01 11:00:40,152.97,Completed,1119257,299610,0,1,APP1214,84.99,2017-01-01 10:53:10,Apple Magic Mouse 2,Bluetooth Apple Wireless Mouse,89.0,1,1387,APP,Apple
299623,2017-01-01 11:35:46,41.04,Completed,1119287,299623,0,1,OBL0007,37.05,2017-01-01 11:29:39,Tapp Oblumi Intelligent thermometer App,digital infrared thermometer with App for iPhone and iPad.,39.95,0,11905404,OBL,Oblumi
299634,2017-01-01 12:34:20,825.51,Completed,1119306,299634,0,1,SYN0146,369.54,2017-01-01 11:50:06,Synology NAS Server DS416Play Mac and PC,4-bay NAS served 1GB RAM transcodifiación 4K for Mac and PC,434.99,0,12175397,SYN,Synology
299637,2017-01-01 12:19:27,57.18,Completed,1119314,299637,0,1,TOS0007,53.19,2017-01-01 11:55:51,"Toshiba 1TB 25 ""SATA 5400rpm hard drive Mac and PC",internal hard drive Mac and PC 1TB and 95 mm (MQ01ABD100).,62.99,1,12655397,TOS,Toshiba
299571,2017-01-01 12:07:29,323.22,Completed,1119325,299571,0,1,WDT0183,151.99,2017-01-01 12:00:57,"Red 4TB WD 35 ""Mac PC hard drive and NAS",Western Digital hard drive designed for NAS 4TB (WD40EFRX).,169.0,1,12655397,WDT,Western Digital
299634,2017-01-01 12:34:20,825.51,Completed,1119326,299634,0,3,WDT0183,151.99,2017-01-01 12:01:01,"Red 4TB WD 35 ""Mac PC hard drive and NAS",Western Digital hard drive designed for NAS 4TB (WD40EFRX).,169.0,1,12655397,WDT,Western Digital
297809,2017-01-01 12:07:38,18.23,Completed,1119328,297809,0,1,IFX0016,14.24,2017-01-01 12:01:12,iFixit Heavy Duty Suction Cups Pack 2 suction cups for iMac,Pack of 2 suction to remove the glass LCD screens for Mac.,20.99,1,14305406,IFX,iFixit
299648,2017-01-01 12:27:29,360.29,Completed,1119347,299648,0,1,PAC1381,355.29,2017-01-01 12:21:21,Pack QNAP TS-228 | WD 6TB Network,NAS + 6TB (2x3TB) WD Network for Mac and PC.,398.99,0,12175397,PAC,Pack
299650,2017-01-02 19:28:30,65.99,Completed,1119360,299650,0,1,NOK0007,65.99,2017-01-01 12:28:27,Noke Bluetooth Padlock Padlock Lock Gray,Bluetooth lock (no keys) with APP for iPhone,84.99,1,11905404,NOK,Noke
299655,2017-01-01 12:43:56,203.62,Completed,1119363,299655,0,1,WAC0191,161.49,2017-01-01 12:29:49,Education - Wacom Intuos Comic M Black,multi-touch graphics tablet with pen precision and free software for Mac and PC,199.99,1,1405,WAC,Wacom
299655,2017-01-01 12:43:56,203.62,Completed,1119367,299655,0,1,WAC0040,35.14,2017-01-01 12:31:41,Wacom Bamboo Wireless Kit / Intuos graphics tablet accessory kit 5,Wireless Kit Wacom graphics tablets.,39.99,1,101781405,WAC,Wacom
299659,2017-01-01 12:45:54,79.98,Completed,1119371,299659,0,1,THU0013,75.99,2017-01-01 12:32:53,"Thule Crossover 25L Backpack MacBook Pro 15 ""Black",resistant and waterproof backpack capacity 25 liter bins for MacBook Pro 15-inch iPad and iPhone,99.95,1,1392,THU,Thule
299667,2017-01-01 12:50:04,99.98,Completed,1119388,299667,0,1,WIT0024,94.99,2017-01-01 12:42:40,Withings Activite POP Blue Clock,Smartwatch that records sleep and movement for iPhone and iPod Touch.,129.95,0,11905404,WIT,Withings
299673,2017-01-01 20:55:01,172.13,Completed,1119404,299673,0,1,PAC0569,168.14,2017-01-01 12:56:10,"Samsung 256GB SSD expansion PRO Kit for iMac 27 ""2011",Upgrade kit 256GB SSD iMac 27 inch Mid 2011,200.98,0,1433,PAC,Pack
299674,2017-01-01 13:26:40,584.24,Completed,1119407,299674,0,1,PAC1296,584.24,2017-01-01 12:58:24,Pack QNAP TS-251 + | 8GB RAM | WD 6TB Network,Pack QNAP TS-251 + with 8GB RAM memory + 6TB (2x3TB) Hard Red WD Mac and PC.,757.99,0,12175397,PAC,Pack
299681,2017-01-01 13:13:25,111.47,Completed,1119419,299681,0,1,SPE0161,35.14,2017-01-01 13:07:07,"Seethru Speck Case Macbook Air 11 ""Blue Calypso",Protective housing MacBook Air 11 inches.,49.9,0,13835403,SPE,Spek SeeThru
299681,2017-01-01 13:13:25,111.47,Completed,1119422,299681,0,1,APP0701,69.34,2017-01-01 13:09:14, Apple 45W MagSafe 2 charger MacBook Air in June 2012 (OEM),Apple charger MacBook Air MagSafe 2 45W without original box,89.0,1,13005399,APP,Apple
299696,2017-01-01 14:56:18,79.0,Completed,1119448,299696,0,1,KEN0212,18.04,2017-01-01 13:27:25,Kensington Power Bank External Battery 5200mAh Silver,5200mAh external battery small and light (152g) for iPhone iPad and iPod.,32.99,0,1515,KEN,Jaybird
299704,2017-01-01 13:49:09,17.98,Completed,1119470,299704,0,1,APP0697,12.99,2017-01-01 13:41:17,OEM USB Cable for iPhone iPad Dock and Apple iPod White Compatible,Cable OEM dock for iPhone iPad and iPod compatible USB Apple (unboxed),25.0,1,1230,APP,Apple
299710,2017-01-01 21:33:03,129.52,Completed,1119490,299710,0,1,PHI0072,66.49,2017-01-01 14:05:28,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge,Kit 2 bulbs E27 + white light controller Bridge,79.95,1,11905404,PHI,Philips
299710,2017-01-01 21:33:03,129.52,Completed,1119491,299710,0,1,PHI0079,56.04,2017-01-01 14:06:17,Philips Hue White and Color Light Bulb 10W A60 E27 Single,Independent bulb color and white for Philips Hue System,59.95,1,11905404,PHI,Philips
299719,2017-01-01 14:34:35,44.87,Completed,1119506,299719,0,1,OTT0139,21.84,2017-01-01 14:19:14,OtterBox Symmetry Clear Case iPhone SE / 5s / 5 Transparent / Black,resistant cover and rear transparent thin iPhone SE / 5s / 5,29.99,0,11865403,OTT,Otterbox
299719,2017-01-01 14:34:35,44.87,Completed,1119510,299719,0,1,GRT0361,18.04,2017-01-01 14:22:21,Griffin PowerJolt Car Charger 5V 2A 12W Lightning,Car Charger for iPhone iPad and iPod.,19.99,1,13615399,GRT,Griffin
299723,2017-01-01 14:28:41,54.47,Completed,1119513,299723,0,2,MAC0122,23.74,2017-01-01 14:26:43,"Macally USB 3.0 External Enclosure 2.5 ""SATA Plata",Aluminum HDD external case 2.5 USB 3.0 for Mac and PC inches.,29.95,0,12995397,MAC,Macally
299696,2017-01-01 14:56:18,79.0,Completed,1119529,299696,0,3,SAN0112,18.99,2017-01-01 14:52:01,SanDisk Ultra Flair Flash Drive 64GB USB 3.0,USB 3.0 flash drive 64GB USB Flash Drive Mac and PC.,24.99,1,57445397,SAN,SanDisk
299736,2017-01-01 23:15:06,166.48,Completed,1119539,299736,0,1,WAC0191,161.49,2017-01-01 14:59:29,Education - Wacom Intuos Comic M Black,multi-touch graphics tablet with pen precision and free software for Mac and PC,199.99,1,1405,WAC,Wacom
299737,2017-01-01 15:12:28,99.98,Completed,1119540,299737,0,1,JBL0107,94.99,2017-01-01 15:00:18,JBL Flip 3 Bluetooth Speaker Black,Bluetooth wireless speaker for iPhone iPad and iPod.,129.99,1,5398,JBL,JBL
299742,2017-01-01 15:25:11,48.67,Completed,1119547,299742,0,2,NEA0017,21.84,2017-01-01 15:18:19,Support Netatmo MOODBOARD or Pluviometer,Netatmo support for weather station,24.99,1,11905404,NEA,Netatmo
299773,2017-01-01 16:32:16,57.33,Completed,1119600,299773,0,1,OLL0015,50.34,2017-01-01 16:29:19,Olloclip 4-in-1 lens Cases Cases Mini Air / Mini Retina,Wide angle fisheye and macro macro x10 x15 for iPad Air iPad Mini / Mini Retina.,69.99,0,11905404,OLL,Olloclip
299776,2017-01-01 16:49:33,398.99,Completed,1119604,299776,0,1,BNQ0053,398.99,2017-01-01 16:34:28,"PD2700Q Monitor Benq 27 ""QHD 10bit HDMI pivotable",2K monitor 27 for design professionals sRGB 100% 350cd / m2 animation and editing mode for Mac and PC,337.0,0,1296,BNQ,BenQ
299780,2017-01-01 16:55:22,22.18,Completed,1119612,299780,0,1,BEL0293,15.19,2017-01-01 16:43:20,Belkin SheerForce Air Protect Case iPhone 6 / 6S Gold,Cover with compact design and wear resistant material and UV iPhone 6 / 6s,19.99,0,11865403,BEL,Belkin
299792,2017-01-01 17:13:53,376.53,Completed,1119629,299792,0,1,SYN0146,369.54,2017-01-01 17:05:39,Synology NAS Server DS416Play Mac and PC,4-bay NAS served 1GB RAM transcodifiación 4K for Mac and PC,434.99,0,12175397,SYN,Synology
299802,2017-01-01 17:17:31,35.48,Completed,1119641,299802,0,1,TWS0049,28.49,2017-01-01 17:10:48,Twelve South HiRise Support iPhone 5 / 5S / 5C / 6 / 6plus and iPad Mini Silver,Lightning adjustable support for iPhone 5 / 5S / 5C / 6/6 Plus and iPad mini.,39.99,0,1216,TWS,Twelve South
299803,2017-01-01 17:20:58,103.78,Completed,1119643,299803,0,1,TOS0022,98.79,2017-01-01 17:14:21,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black",25-inch external hard drive 3TB USB 3.0 for Mac and PC.,139.95,1,11935397,TOS,Toshiba
299807,2017-01-01 17:32:44,22.98,Completed,1119652,299807,0,1,IFX0021,18.99,2017-01-01 17:21:39,Battery Kit complete change iFixit iPhone 4S Battery,Battery replacement kit with tools for iPhone 4S.,19.95,1,12645406,IFX,iFixit
299808,2017-01-01 17:27:26,139.88,Completed,1119653,299808,0,1,LAC0181,134.89,2017-01-01 17:21:43,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,134.99,1,11935397,LAC,LaCie
299811,2017-01-01 17:35:30,25.88,Completed,1119657,299811,0,1,SAN0103,20.89,2017-01-01 17:23:24,SanDisk Ultra SDXC Memory Card 64GB SD 80MB / s Class 10 UHS-I,SDXC Memory Card Class 10 64GB transfer rate 80MB / s.,27.99,0,57445397,SAN,SanDisk
299815,2017-01-01 17:34:03,23.98,Completed,1119666,299815,0,1,LOG0084,18.99,2017-01-01 17:30:57,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black,Ultrathin cover and cover with Bluetooth keyboard for iPad mini Spanish 2 and 3,89.99,0,12575403,LOG,Logitech
299823,2017-01-01 17:53:02,293.78,Completed,1119689,299823,0,1,WAC0134,288.79,2017-01-01 17:42:06,Education - Wacom Intuos Pro M Special Edition Graphics Tablet,Exclusive discount for students and teachers,379.99,0,1405,WAC,Wacom
299825,2017-01-01 18:27:32,23.98,Completed,1119691,299825,0,1,LOG0084,18.99,2017-01-01 17:44:45,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black,Ultrathin cover and cover with Bluetooth keyboard for iPad mini Spanish 2 and 3,89.99,0,12575403,LOG,Logitech
299829,2017-01-01 18:00:47,282.48,Completed,1119702,299829,0,1,LAC0171,275.49,2017-01-01 17:50:48,LaCie Porsche Design Desktop Drive 8TB USB 3.0 External Hard Drive,External Hard Drive 8TB 35-inch USB 3.0 for Mac and PC.,249.99,1,11935397,LAC,LaCie
299833,2017-01-01 18:05:22,79.03,Completed,1119708,299833,0,1,KIN0162,75.04,2017-01-01 18:00:11,Kingston SSD Disk 240GB UV400,SSD HDD 240GB SATA 3.0 6Gb / s for Mac and PC,100.77,0,12215397,KIN,Kingston
299847,2017-01-01 18:26:23,40.23,Completed,1119724,299847,0,1,APP0100,33.24,2017-01-01 18:24:02,Apple Adapter Mini Display Port to VGA,Adapter Mini Display Port to VGA MacBook and MacBook Pro (unibody).,35.0,0,1325,APP,Apple
299850,2017-01-01 18:37:51,48.97,Completed,1119728,299850,0,2,APP0698,14.99,2017-01-01 18:25:21,Apple Lightning Cable Connector to USB 1m White (OEM),Apple Lightning USB Cable 1 meter to charge and sync iPhone iPad and iPod,25.0,1,1230,APP,Apple
299850,2017-01-01 18:37:51,48.97,Completed,1119733,299850,0,1,GRT0375,18.99,2017-01-01 18:31:36,Griffin Survivor Case Tactical Apple Watch 42mm Black,Anti-shock Case with Screen Protector for Apple Watch.,34.99,0,2434,GRT,Griffin
299858,2017-01-01 18:38:51,114.33,Completed,1119737,299858,0,1,LIF0095,94.99,2017-01-01 18:33:34,Lifeproof Fre Power 2600mAh Battery Case Waterproof iPhone 6 / 6S White,Submersible battery cover with water up to 2 meters for iPhone 6 / 6S.,129.99,0,"5,49E+11",LIF,Lifeproof
299858,2017-01-01 18:38:51,114.33,Completed,1119740,299858,0,1,SAT0014,12.34,2017-01-01 18:35:08,Satechi Lightning to USB Cable Flexible Black 25cm,Lightning durable and flexible 25 cm cable length for iPhone iPad and iPod,23.99,1,1230,SAT,Satechi
299859,2017-01-01 20:46:19,470.24,Completed,1119742,299859,0,1,PAC1373,470.24,2017-01-01 18:37:16,Synology Pack DS216J | WD 8TB Network,NAS + 8TB (2x4TB) WD Network for Mac and PC.,513.99,0,12175397,PAC,Pack
299864,2017-01-01 19:04:29,545.28,Completed,1119756,299864,0,2,OWC0153-4,272.64,2017-01-01 18:49:31,Mac OWC memory 32GB (4x8Gb) SO-DIMM DDR3 1867MHZ,Mac OWC memory 32GB (4x8Gb) DDR3 1867MHz SO-DIMM 1.35V for 27 inch iMac Retina 5K (Late 2015).,399.96,1,1364,OWC,OWC
299865,2017-01-01 18:53:58,50.68,Completed,1119757,299865,0,1,IFX0044,43.69,2017-01-01 18:49:55,"iFixit hard drive bracket Cable MacBook Pro 13 ""2012",SATA hard drive cable and bracket for MacBook Pro 13 inch 2012.,45.99,1,14305406,IFX,iFixit
299867,2017-01-01 19:10:01,58.27,Completed,1119761,299867,0,1,SAT0050,18.99,2017-01-01 18:53:04,Satechi Pinza Magnetic Support Aluminum Silver Car,Car holder with two parts: clamp and magnetic plate for iPhone,29.99,1,5720,SAT,Satechi
299868,2017-01-01 18:58:31,234.03,Completed,1119762,299868,0,1,FCM0007-4,227.04,2017-01-01 18:53:05,Mac memory FCM 32GB (4x8GB) SO-DIMM DDR3 1333MHz,RAM 32GB (4x8GB) iMac (2010/11).,275.96,0,1364,FCM,FCM
299870,2017-01-01 18:57:57,124.68,Completed,1119766,299870,0,1,BLM0016,119.69,2017-01-01 18:54:57,Blue Microphones Yeti USB microphone Gray,capsules microphone with three and four different pattern settings for Mac and PC,149.99,1,1375,BLM,Blue Microphones
299867,2017-01-01 19:10:01,58.27,Completed,1119782,299867,0,1,PHI0076,32.29,2017-01-01 19:05:27,Philips Hue Motion Motion Sensor,System motion sensor for Philips Hue,39.95,1,11905404,PHI,Philips
299879,2017-01-01 19:11:28,35.48,Completed,1119788,299879,0,1,TRK0008,28.49,2017-01-01 19:08:50,Bravo Gold Trackr Locator,Bluetooth locator objects APP for iPhone,29.99,0,11905404,TRK,TrackR
299887,2017-01-01 19:33:32,35.14,Completed,1119809,299887,0,1,SPE0142,35.14,2017-01-01 19:24:43,Speck SeeThru Clear Ipads housing 13 '' opaque,MacBook Air 13 inch casing polycarbonate.,49.9,0,13835403,SPE,Spek SeeThru
299891,2017-01-01 19:39:40,63.98,Completed,1119814,299891,0,1,OWC0186,56.99,2017-01-01 19:25:47,"OWC Accelsior S Adapter PCIe 2.5 ""Sata 6Gb / s SSD Mac Pro",PCI Express SSD for Mac Pro up to 51 (mid 2006-2012).,78.99,1,1276,OWC,OWC
299895,2017-01-01 20:17:17,72.54,Completed,1119820,299895,0,1,PAR0054,65.55,2017-01-01 19:27:08,Jumping Parrot Drone White Night BUZZ,MiniDrone remote control with LEDs and video to iPhone iPad and iPod Touch.,159.9,0,11905404,PAR,Parrot
299818,2017-01-01 19:40:31,23.93,Completed,1119846,299818,0,1,TPL0010,19.94,2017-01-01 19:36:53,TP-Link Wireless USB Adapter T2U Archer Mac Wi-Fi Dual-Band AC 600,Pendrive USB 2.0 WiFi adapter AC600 double bandwidth for Mac and PC,27.71,0,1334,TPL,TP-Link
299910,2017-01-01 19:46:17,693.49,Completed,1119860,299910,0,1,WAC0090,693.49,2017-01-01 19:43:34,"Wacom Cintiq 13HD Graphic Tablet 13 ""LED",Graphics Tablet 13-inch LED HD display with 2048 levels interactive pen pressure and pen Pen Pro for Mac and PC.,899.99,0,1405,WAC,Wacom
299909,2017-01-01 20:08:11,183.68,Completed,1119872,299909,0,1,LAC0159,176.69,2017-01-01 19:50:09,LaCie Porsche Design Desktop Drive 5TB USB 3.0 External Hard Drive,External Hard Drive 5TB 35-inch USB 3.0 for Mac and PC.,174.99,0,11935397,LAC,LaCie
299918,2017-01-01 20:12:04,165.52,Completed,1119875,299918,0,1,SEA0106,117.79,2017-01-01 19:53:23,"Seagate 2TB hard disk Firecuda 25 ""SSHD 7mm SATA 3",HDD SSHD 2TB 25 inch SATA interface 6 GB / s and 5400 rpm rotation speed for Mac and PC,129.99,0,12655397,SEA,Seagate
299918,2017-01-01 20:12:04,165.52,Completed,1119876,299918,0,1,SAN0099,42.74,2017-01-01 19:53:58,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold,Wireless 64GB storage for iPhone / iPad / Mac.,49.99,1,42945397,SAN,SanDisk
299939,2017-01-01 20:29:19,73.48,Completed,1119914,299939,0,1,PHI0072,66.49,2017-01-01 20:25:31,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge,Kit 2 bulbs E27 + white light controller Bridge,79.95,1,11905404,PHI,Philips
299944,2017-01-01 21:55:11,223.22,Completed,1119922,299944,0,1,SAM0074,153.89,2017-01-01 20:30:39,Samsung 850 EVO SSD Disk 500GB,SSD hard drive Mac and PC 25 inch 500GB SATA III with 3D V-NAND.,179.99,1,12215397,SAM,Samsung
299944,2017-01-01 21:55:11,223.22,Completed,1119923,299944,0,1,OWC0024,24.69,2017-01-01 20:31:21,OWC Mount Adapter 25-35 Pro Mac Pro (2009-2012),SSD hard drive adapter or 2.5 for Mac Pro.,35.99,1,12755395,OWC,OWC
299945,2017-01-01 21:19:31,147.47,Completed,1119924,299945,0,2,ADN0042,71.24,2017-01-01 20:31:55,Adonith Pixel Pointer Black,Bluetooth digital pen tip 19mm for iPhone and iPad,74.99,1,1229,ADN,Adonit
299947,2017-01-01 20:36:30,549.0,Completed,1119928,299947,0,1,APP1482,549.0,2017-01-01 20:32:33,Apple iPhone 64GB Silver,New iPhone SE with 4-inch screen 64 free GB.,549.0,0,,APP,Apple
299944,2017-01-01 21:55:11,223.22,Completed,1119933,299944,0,1,OWC0092,44.64,2017-01-01 20:36:45,Mac OWC Memory 8GB 1066MHz DDR3 DIMM,Mac Pro 8GB RAM (2009/2010).,56.99,1,1364,OWC,OWC
299959,2017-01-01 21:06:06,66.37,Completed,1119948,299959,0,2,IFX0079,5.99,2017-01-01 20:47:34,iFixit part adhesive strips Battery iPhone 6 / 6S,adhesive strips replacement battery for iPhone 6 / 6S,5.95,1,5407,IFX,iFixit
299962,2017-01-03 17:50:03,113.99,Completed,1119955,299962,0,1,PAC0133,113.99,2017-01-01 20:49:42,Kingston V300 SSD expansion kit 240GB + OWC Mount Pro for Mac Pro 2009 to 2012,240GB SSD expansion kit + Adapter Mount Pro for Mac Pro Early 2009 to Mid 2012,130.98,0,1433,PAC,Pack
299968,2017-01-03 12:19:25,11.98,Completed,1119968,299968,0,1,ADN0019,7.99,2017-01-01 20:53:05,Adonit Jot Pro Disc Replacement Flip mini and Touch Size S,Disc replacement rubber pointers Flip mini Adonith Pro and Touch.,7.99,1,1229,ADN,Adonit
299959,2017-01-01 21:06:06,66.37,Completed,1119975,299959,0,1,IFX0045,28.41,2017-01-01 20:57:31,iFixit 64 Bit Driver Kit 64 parts Screwdriver,64-piece kit for any repair iPhone iPad Mac and PC,32.99,1,21485407,IFX,iFixit
299959,2017-01-01 21:06:06,66.37,Completed,1119978,299959,0,1,IFX0021,18.99,2017-01-01 21:01:35,Battery Kit complete change iFixit iPhone 4S Battery,Battery replacement kit with tools for iPhone 4S.,19.95,1,12645406,IFX,iFixit
299981,2017-01-01 21:19:43,21.13,Completed,1119995,299981,0,1,MBI0010,16.14,2017-01-01 21:08:10,Mobility Lab Mouse White Apple,Mouse pad as Apple logo.,19.9,0,12355400,MBI,Mobility Lab
296502,2017-01-01 21:21:57,71.57,Completed,1119997,296502,0,1,BEL0242,28.49,2017-01-01 21:08:49,MIXIT Belkin Charging Dock and iPhone support Lightning Rosa,Loading dock + support synchronization with Lightning connection and USB cable for iPhone 7 / SE / 6s / 6 / 5c / 5s and iPhone 5,34.99,0,13615399,BEL,Belkin
299984,2017-01-01 21:17:50,23.98,Completed,1120002,299984,0,1,APP0927,19.99,2017-01-01 21:10:46,EarPods Apple Headphones with Remote and Mic (OEM),EarPods headphones Apple iPhone iPad and iPod with microphone and remote control,35.0,1,5384,APP,Apple
299973,2017-01-01 21:17:16,61.98,Completed,1120003,299973,0,1,LIF0097,56.99,2017-01-01 21:10:53,LifeProof Fre Waterproof Case iPhone 6 / 6S White,waterproof and extreme conditions for iPhone 6 / 6S case.,79.99,0,11865403,LIF,Lifeproof
296502,2017-01-01 21:21:57,71.57,Completed,1120007,296502,0,1,GRT0444,36.09,2017-01-01 21:13:59,Griffin Survivor iPhone Case Summit 7 Black / Clear / Black,hard case with screen protector and clip support for iPhone 7,44.99,0,11865403,GRT,Griffin
299991,2017-01-01 21:28:54,25.98,Completed,1120018,299991,0,1,LOG0084,18.99,2017-01-01 21:18:11,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black,Ultrathin cover and cover with Bluetooth keyboard for iPad mini Spanish 2 and 3,89.99,0,12575403,LOG,Logitech
300002,2017-01-01 21:38:06,80.74,Completed,1120039,300002,0,1,CRU0016-2,80.74,2017-01-01 21:32:39,Crucial memory Mac 8GB (2x4GB) SO-DIMM DDR3 1066MHz,RAM 8GB (2x4GB) Mac mini iMac MacBook and MacBook Pro (2009/10).,107.98,1,1364,CRU,Crucial
300007,2017-01-01 21:42:11,35.48,Completed,1120048,300007,0,1,TWS0049,28.49,2017-01-01 21:39:34,Twelve South HiRise Support iPhone 5 / 5S / 5C / 6 / 6plus and iPad Mini Silver,Lightning adjustable support for iPhone 5 / 5S / 5C / 6/6 Plus and iPad mini.,39.99,0,1216,TWS,Twelve South
300008,2017-01-01 21:50:39,64.83,Completed,1120049,300008,0,1,WDT0227,59.84,2017-01-01 21:39:58,WD Elements 1TB USB 3.0 Hard Disk,1TB portable external hard drive for Mac and PC.,75.99,0,11935397,WDT,Western Digital
300012,2017-01-01 21:50:30,35.33,Completed,1120057,300012,0,1,MOP0080,31.34,2017-01-01 21:45:52,Mophie Power Reserve 1X Battery 2600 mAh Black,Laptop Battery 2600mAh (18A) with LED and micro / USB connection for iPhone,39.95,0,1515,MOP,Mophie
300021,2017-01-01 22:00:26,149.48,Completed,1120071,300021,0,1,LOG0191,142.49,2017-01-01 21:55:18,Ultimate Ears Boom 2 Bluetooth Portable Speaker Black / Gray,Bluetooth portable speaker waterproof black color for iPhone iPad and iPod,209.0,0,5398,LOG,Logitech
300028,2017-01-01 22:06:04,65.55,Completed,1120083,300028,0,1,PAR0053,65.55,2017-01-01 22:00:08,Jumping Parrot Drone Night Blue Diesel,MiniDrone remote control with LEDs and video to iPhone iPad and iPod Touch.,159.9,0,11905404,PAR,Parrot
300033,2017-01-01 23:29:27,61.89,Completed,1120089,300033,0,1,IFX0045,28.41,2017-01-01 22:03:33,iFixit 64 Bit Driver Kit 64 parts Screwdriver,64-piece kit for any repair iPhone iPad Mac and PC,32.99,1,21485407,IFX,iFixit
